email_id,parser_id,model_name,context_limit,prompt_id,input_tokens,fits,overflow_tokens,status,raw_output,parse_ok,pred_label
email_2023_000020_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,label,912,True,0,ok,LABEL: 1,True,1
email_2023_000020_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,evidence,951,True,0,ok,"LABEL: 1
EVIDENCE:
- The email is threatening to suspend the recipient's MetaMask wallet, which is a common tactic used in phishing emails to create a sense of urgency.
- The email contains a suspicious link ""https://vk.sv/7Mt81d"" which may be a shortened URL that redirects to a malicious website.
- The email is asking the recipient to verify their MetaMask wallet by clicking on a link, which is a common phishing technique to trick users into revealing their login credentials.",True,1
email_2023_000020_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,guided,1018,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address is hosting@panonika.si, which does not match the MetaMask brand identity.
- The email contains a suspicious link: https://vk.sv/7Mt81d, which may be a phishing URL.
- The email uses urgent language, stating that the MetaMask wallet will be suspended if not verified.
- The email requests verification of the MetaMask wallet, which could be a phishing attempt to gather login information.
- The email contains spelling and formatting issues, such as ""Febuary"" instead of ""February"".
- The email is trying to impersonate the MetaMask brand.
SUMMARY: This email appears to be a phishing attempt to trick the recipient into verifying their MetaMask wallet through a suspicious link.",True,1
email_2023_000047_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,label,2769,True,0,ok,LABEL: 1,True,1
email_2023_000047_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,evidence,2808,True,0,ok,"LABEL: 1
EVIDENCE:
- The email contains a suspicious link ""DOWNLOAD HERE"" which redirects to a potentially malicious website (https://qrfy.com/p/PGBULW1LeD).
- The email asks the recipient to open an attachment or use the computer to access the message, which could be a tactic to trick the recipient into downloading malware.
- The email is trying to create a sense of urgency by stating that the recipient has a new fax message, which could be a phishing tactic to get the recipient to act quickly without verifying the authenticity of the message.",True,1
email_2023_000047_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,guided,2875,True,0,ok,"LABEL: 0
EVIDENCE:
- The email is from a sender address that claims to be RingCentral, but the domain is well-beingalliance.com, which does not match RingCentral's official domain.
- The email contains a suspicious link ""https://qrfy.com/p/PGBULW1LeD"" that is not a legitimate RingCentral link.
- The email uses urgent language, encouraging the recipient to ""open the attachment or use the computer to have instant access to all your messages on the go.""
- The email requests the recipient to download a file, which could potentially be malicious.
- The email contains a link to RingCentral's Terms of Use, but this is not a red flag in itself.
SUMMARY: The email appears to be a phishing attempt due to its suspicious sender address, link, and language.",True,0
email_2023_000057_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,label,6746,True,0,ok,LABEL: 1,True,1
email_2023_000057_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,evidence,6785,True,0,ok,"LABEL: 1
EVIDENCE:
- The email is from an unverified sender ""IT REPORTS <Sharepoints_verfication@mail.com>"" which may be a spoofed email address.
- The email contains a link to a suspicious URL ""https://5ai4xitvaesxbzzb6leidp3e24h6y2m4hakca3snkxdwkn7e-ipfs-dweb-link.translate.goog/manyexcelecrpty.html?_x_tr_hp=bafybeiafkg&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp#jose@monkey.org"" which may be a phishing link.
- The email asks the recipient to click on a button to continue with the same password, which is a common tactic used by phishing emails to trick users into revealing their login credentials.",True,1
email_2023_000057_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,guided,6852,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address is ""IT REPORTS <Sharepoints_verfication@mail.com>"", which is a suspicious domain.
- The email contains a link to a suspicious URL ""https://5ai4xitvaesxbzzb6leidp3e24h6y2m4hakca3snkxdwkn7e-ipfs-dweb-link.translate.goog/manyexcelecrpty.html?_x_tr_hp=bafybeiafkg&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp#jose@monkey.org"" that may be used for phishing.
- The email uses urgent language, stating that the account password expires ""Today"" and that the email service may be interrupted if the account is not verified.
- The email requests the recipient to verify their account by clicking on a link, which is a common tactic used by phishing emails.
- The email contains spelling and grammar issues, which is uncommon for legitimate emails.
- The email does not match the identity of the sender, as the sender address is not a legitimate email address for the company.
SUMMARY: This email is likely a phishing attempt to trick the recipient into verifying their account by clicking on a suspicious link.",True,1
email_2023_000060_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,label,2400,True,0,ok,LABEL: 1,True,1
email_2023_000060_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,evidence,2439,True,0,ok,"LABEL: 1
EVIDENCE:
- The email is from an unknown sender (""monkey.org"" <cyb@noti.net>), which is not a trusted source.
- The email contains a suspicious link (""View Emails"") that may lead to a phishing website.
- The email asks the recipient to login with their details to access the emails, which is a common tactic used by phishing attackers to steal login credentials.",True,1
email_2023_000060_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,guided,2506,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address is ""monkey.org"" <cyb@noti.net>, which is different from the recipient's email address, suggesting a potential phishing attempt.
- The email contains a suspicious link ""https://neduet.hosting.acm.org//.well-known/save/domain.html#jose@monkey.org"" that may be used to steal login credentials or spread malware.
- The email uses urgent language, stating that the recipient has 6 quarantined messages and that emails will be deleted automatically after 14 days, creating a sense of pressure to act quickly.
- The email requests the recipient to login with their details to access quarantined messages, which is a common tactic used by phishing attackers.
- The email contains spelling and formatting issues, such as inconsistent font styles and colors, which is unusual for a legitimate email.
- The email impersonates a legitimate email service, Symantec, by using their logo and branding, but the sender address and reply-to address do not match the legitimate service.
SUMMARY: This email is a phishing attempt to steal login credentials by impersonating a legitimate email service.",True,1
email_2023_000087_P1,P1,meta-llama/Llama-3.1-8B-Instruct,128000,label,1624,True,0,ok,LABEL: 1,True,1
