email_id,parser_id,model_name,context_limit,prompt_id,input_tokens,fits,overflow_tokens,status,raw_output,parse_ok,pred_label
email_2025_000133_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,4782,True,0,ok,LABEL: 1,True,1
email_2025_000133_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,4821,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email sender's address is suspicious and does not appear to be from a legitimate PayPal domain.
- The email contains a large amount of blank space in the HTML content, which is unusual and could indicate an attempt to hide malicious links or content.
- The email uses a generic greeting and does not provide any specific details about the user's account or recent activity that would justify the request for information.",True,1
email_2025_000133_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,4888,True,0,ok,"LABEL: <1>
EVIDENCE:
- Suspicious domain in the link (https://jon-team.afleq.com/)
- Mismatched identity; the email claims to be from PayPal but uses a generic and unusual sender address
- No specific request for information, just a vague statement about needing more information
- Spacing and formatting issues in the HTML content, with multiple empty paragraphs
SUMMARY: The email is likely phishing due to the suspicious domain and mismatched identity.",True,1
email_2025_000134_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,45394,True,0,ok,LABEL: 0,True,0
email_2025_000134_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,45433,True,0,ok,"LABEL: <0>
EVIDENCE:
- The email contains a mix of legitimate and suspicious elements, but the primary indicator is the presence of a PayPal login link within the body of the email, which is unusual for a lottery confirmation email.
- The email is poorly formatted with multiple layers of nested tables, which is common in phishing attempts to bypass email filters.
- The subject line is encoded in UTF-8, which is a common practice in phishing emails to avoid detection by some email clients.
- The email is sent from a generic address (Elio Mogollon <elio.mogollon@evolucioneleyendo.pe>) rather than a known PayPal domain, which is a red flag.
- The email instructs the user to log into their PayPal account, which is inconsistent with the context of a lottery confirmation email.

Given these points, the email appears to be a phishing attempt attempting to mimic a legitimate PayPal notification while directing the user to a suspicious login link.",True,0
email_2025_000134_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,45500,True,0,ok,"LABEL: <0>
EVIDENCE:
- The sender address is not from a legitimate PayPal domain.
- The email contains a suspicious link that redirects through `track.senderbulk.com`, which is often used for tracking and not for authentic PayPal actions.
- The email uses urgent language, stating that certain functions in the PayPal account are restricted.
- There is a request for login information, which is a common phishing tactic.
- The email is poorly formatted with multiple layers of nested tables and non-standard encoding in the subject line.
- The email includes a brand impersonation element, as it appears to be from PayPal but contains elements that do not match official PayPal communication.
SUMMARY: The email is attempting to trick the user into providing login information by mimicking a PayPal notification, which is a clear sign of phishing.",True,0
email_2025_000231_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,3012,True,0,ok,LABEL: 0,True,0
email_2025_000231_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,3051,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email contains a suspicious URL with multiple instances of ""https"" (http://https//shoutout.wix.com/so/35PSF57wM/c?w=rh6P1Tj1bZPorIyXa4eEw8iruJDyhyQGknWet1hNLBI.eyJ1IjoiaHR0cHM6Ly9jaG9nYXRoLmNvLnVrL29idXN6enovaW5kZXguaHRtbCIsInIiOiJjYjlmMjc5ZS1kNGMwLTRmMzItODc1Ni1mY2I4YTUyMTk1MzUiLCJtIjoibWFpbCIsImMiOiI0NDBiOWE3Zi03OGUwLTRjN6ntOGEifQ#[Email])
- The email uses a generic greeting and does not provide any specific context or reason for the update.
- There is a call to action to update mail settings without providing clear instructions or a secure link.",True,1
email_2025_000231_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,3118,True,0,ok,"LABEL: 1
EVIDENCE:
- Suspicious URL in the email body (http://https//shoutout.wix.com/so/35PSF57wM/c?w=rh6P1Tj1bZPorIyXa4eEw8iruJDyhyQGknWet1hNLBI.eyJ1IjoiaHR0cHM6Ly9jaG9nYXRoLmNvLnVrL29idXN6enovaW5kZXguaHRtbCIsInIiOiJjYjlmMjc5ZS1kNGMwLTRmMzItODc1Ni1mY2I4YTUyMTk1MzUiLCJtIjoibWFpbCIsImMiOiI0NDBiOWE3Zi03OGUwLTRjNjctOTE5ZS01NWE3ODg4NzQ4MzAifQ#)
- Urgent language: ""Please check your email settings and apply the necessary changes to avoid any disruptions""
- Brand impersonation: The email appears to be from ""monkey.org"" but uses a suspicious URL that does not match typical cPanel hosting support communication
- Formatting issues: The email has multiple instances of improper HTML structure and uses non-standard characters in URLs
SUMMARY: The email contains a suspicious URL and uses urgent language and brand impersonation, indicating it is likely a phishing attempt.",True,1
email_2025_000244_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,8361,True,0,ok,LABEL: 1,True,1
email_2025_000244_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,8400,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email uses a suspicious URL that appears to be obfuscated and potentially malicious (https://rose15-sxyz-xyz.translate.goog/?_x_tr_sl=auto&_x_tr_tl=es&_x_tr_hl=no).
- The email address in the ""From"" field is not legitimate and appears to be a random hotmail account (Aidan Ridell <gcrhuasqi044@hotmail.com>).
- The email contains irrelevant and promotional content about jewelry, which is unusual for an account lock notification.",True,1
email_2025_000244_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,8467,True,0,ok,"LABEL: <1>
EVIDENCE:
- The sender address is suspicious and does not match any legitimate service provider (e.g., hotmail, att.net, cox.net).
- The subject line contains urgent language (""Account Locked – Follow Up Required"").
- There is a request to log in using a suspicious link: `wuww.ifntfergacgtiqveabrhokbers.csom`.
- The email uses a mismatched identity, as it appears to be from someone named ""yfzrjeo"" but is sent to multiple recipients with different email addresses.
- The email contains poor spelling and grammar, such as ""dwear"", ""peenydisng"", ""udpdiaties"", ""cyonzsudltratxion"", ""raectoryds"", ""phleyase"", ""ljog"", ""yzou"", ""psrosmpated"", ""rkevoiew"", ""cjonjfihrm"", ""ulpdxatwed"", ""tzerxms"", ""tlax"", ""cmonssuxltqatwion"", ""mway"", ""tbemcpokraary"", ""ldimuitxatxioins"".
- The email includes a block of text that seems out of place and irrelevant to the phishing attempt, which could be an attempt to distract from the suspicious link.
- The HTML content has numerous instances of obfuscated text and hidden elements, which is often a tactic used in phishing emails to bypass simple filters.

SUMMARY: The email is highly suspicious due to its use of a fake sender, urgent language, and a clearly manipulated and obfuscated link.",True,1
email_2025_000245_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,1391,True,0,ok,LABEL: 0,True,0
email_2025_000245_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,1430,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email contains a suspicious URL that does not match typical Social Security Administration (SSA) domain names.
- The email uses exclamation marks in the header for emphasis, which is not a common practice for official communications.
- There is no mention of the sender's official contact information or a way to verify the legitimacy of the email.",True,1
email_2025_000245_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,1497,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address (noreply@mailsprovidor.com) does not match a legitimate Social Security Administration (SSA) email domain.
- The link in the email (https://wjwd3d5k.r.us-east-1.awstrack.me/L0/...) contains unusual characters and subdomains that do not align with typical SSA URLs.
- The email uses urgent language by prompting the recipient to ""review your account details and confirm that they are up to date.""
- There is no mention of official channels for contacting support, which is a red flag for phishing attempts.
- The HTML structure and styling are generic and do not provide specific evidence of being from a trusted source like the SSA.

SUMMARY: The email is likely phishing due to the suspicious sender address, unusual URL, use of urgent language, and lack of official contact information.",True,1
email_2025_000250_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2350,True,0,ok,LABEL: 0,True,0
email_2025_000250_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2389,True,0,ok,"LABEL: <1>
EVIDENCE:
- The URL in the email is suspicious and does not match the expected domain (contains ""vercel.app"" which is unusual for monkey.org).
- The unsubscribe link also contains an unusual domain (""webmail-authncte.vercel.app"").
- The email uses a generic greeting ""jose@monkey.org,"" which is a common tactic in phishing attempts to make the email seem more personal but can also be a sign of mass-sent phishing emails.",True,1
email_2025_000250_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2456,True,0,ok,"LABEL: 0
EVIDENCE:
- The sender address and reply-to address match the domain (mailer@bravixwp.com and monkey.org).
- The email mentions that it has been scanned and is authentic, which is a positive indicator.
- There are no suspicious links or domains in the email.
- The language is not urgent or pressuring.
- The email does not request login, payment, verification, or personal information.
- The URL provided in the HTML part of the email is not from the official monkey.org domain but rather from a different domain (webmail-authncte.vercel.app), which could be a red flag if it were a phishing attempt.
- The email contains minor formatting issues with the URLs, but this alone is not sufficient evidence for phishing.
- The email appears to be from a legitimate source based on the content and context.

SUMMARY: The email seems to be from a legitimate source and does not contain any clear signs of phishing.",True,0
email_2025_000318_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2243,True,0,ok,LABEL: 1,True,1
email_2025_000318_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2282,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email uses a suspicious domain name (greshammobiledetailing.com) that does not match FedEx's official domain.
- The URL provided in the email is misleading and contains unusual subdirectories related to technical topics like network protocols and hardware components, which are irrelevant to package delivery.
- The email is attempting to trick the recipient into clicking a link to reschedule a package delivery, which is a common tactic used in phishing attacks to steal personal information.",True,1
email_2025_000318_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2349,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address is from FedEx but uses a suspicious domain (greshammobiledetailing.com).
- There are multiple suspicious links in the email (http://www.greshammobiledetailing.com/http2/quic/spdy/h2/h3/tls/ssl/chip/golan?x=am9zZUBtb25rZXkub3Jn and http://www.greshammobiledetailing.com/cpu/gpu/ram/pci/usb/nvme/hash/fsck?x=am9zZUBtb25rZXkub3Jn).
- The email uses urgent language, pressuring the recipient to reschedule the delivery within 24 hours.
- The email contains a request for the recipient to click on a link to reschedule the delivery, which could lead to potential phishing activities.
- The HTML content has a mismatched brand identity, using FedEx's name but linking to a different domain.
- There are no legitimate authentication details provided in the email.

SUMMARY: The email is highly suspicious due to the use of a fake domain, multiple suspicious links, and urgent language, indicating it is likely a phishing attempt.",True,1
email_2025_000319_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,1799,True,0,ok,LABEL: 1,True,1
email_2025_000319_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,1838,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email contains a suspicious URL that appears to be obfuscated and could be redirecting to a malicious site.
- The deadline for action is set to tomorrow, which is a common tactic in phishing emails to create urgency.
- The email is sent from a generic ""CVS Member Points"" address rather than a specific CVS account or official domain.",True,1
email_2025_000319_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,1905,True,0,ok,"LABEL: <1>
EVIDENCE:
- Suspicious domain in the URL (http://www.hazyhuttn.com/jpeg/png/gif/bmp/tiff/raw/filter/ipx/span?x=am9zZUBtb25rZXkub3Jn)
- Urgent language and pressure tactics (""must be used by TODAY"", ""if you do not click the button below by TOMORROW"")
- Mismatched sender and reply-to addresses (From: CVS Member Points <CVSMemberPoints@hazyhuttn.com>)
- Spelling and grammar issues (""AccumuIation"" instead of ""Accumulation"")
- Brand impersonation (The email appears to be from CVS but uses a suspicious domain)

SUMMARY: The email is likely phishing due to the presence of a suspicious URL, urgent language, mismatched sender and reply-to addresses, and poor spelling/grammar.",True,1
email_2025_000339_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,4530,True,0,ok,LABEL: 1,True,1
email_2025_000339_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,4569,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email contains a suspicious link: `https://pub-fcee17d5850f41d091c934ed22707e1a.r2.dev/san.html#jose@monkey.org` which could be used to redirect to a malicious site.
- The email provides non-secure (non-SSL/TLS) server settings with a URL (`http://mail.mthreebm.com`) that does not match the company's usual domain (`monkey.org`).
- The email uses a generic support address (`info@mthreebm.com`) instead of a specific one related to the company's domain (`monkey.org`).",True,1
email_2025_000339_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,4636,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email is from a generic ""IT HelpDesk"" with a suspicious domain ""sani.lat"".
- The email contains a link that redirects to a suspicious URL ""https://pub-fcee17d5850f41d091c934ed22707e1a.r2.dev/san.html#jose@monkey.org"".
- The email suggests using non-SSL settings which are not recommended and could be a phishing attempt.
- The email provides alternative non-SSL server settings with a different domain ""mail.mthreebm.com"" which is suspicious.
- The email uses a generic and impersonal tone, which is common in phishing attempts.
- There are no clear spelling, grammar, or formatting issues, but the overall structure seems unusual for a legitimate email.

SUMMARY: This email appears to be a phishing attempt due to the suspicious domain, redirection link, and the use of non-recommended non-SSL server settings.",True,1
email_2025_000395_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2360,True,0,ok,LABEL: 0,True,0
email_2025_000395_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2399,True,0,ok,"LABEL: <1>
EVIDENCE:
- The invoice date is in the future (September 08, 2025).
- The email uses a generic greeting and does not address the recipient by name.
- The email contains a suspicious call-to-action asking to contact ""+1 (804) 531-8211"" for issues with the transaction, which is not a typical number for PayPal support.",True,1
email_2025_000395_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2466,True,0,ok,"LABEL: 0
EVIDENCE:
- The email does not contain any suspicious links or domains.
- The sender address (119615@ijhs.in) does not match a legitimate PayPal or Coinbase domain.
- The email uses urgent language but does not explicitly pressure the recipient to take immediate action.
- There is no request for login, payment, verification, or personal information.
- The formatting and design are consistent with a typical invoice template.
- The email appears to be a spoofed message from a non-legitimate source, attempting to mimic a legitimate transaction notification.

SUMMARY: The email is likely a phishing attempt due to the sender's address being suspicious and the overall structure mimicking a legitimate transaction notification.",True,0
email_2025_000412_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2378,True,0,ok,LABEL: 0,True,0
email_2025_000412_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2417,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email is sent from an unexpected source (`Invoice PayPal <25324050455455@cbtis46.edu.mx>`), which is not a valid PayPal email address.
- The email contains a suspicious description of a transaction (""Btc Purchased""), which is unusual for a typical invoice from PayPal.
- The email includes a phone number (+1 (802) 488-9412) that does not match PayPal's official customer support numbers.
- The email uses a generic and non-descriptive subject line (""Your Product is Now Active – ID NUJ4DZE""), which is not typical for legitimate PayPal communications.",True,1
email_2025_000412_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2484,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address is not from a legitimate PayPal domain (it contains an educational institution's address).
- The email uses a suspicious link/domain (no actual URL is provided, but it could be embedded in the HTML which is not visible here).
- There is urgent language (""If you have any questions about your order, please contact us within 12 hr"").
- The email contains a request for verification (""Don’t recognize this transaction? Contact PayPal +1 (802) 488-9412 For dispute/claim"").
- The email has a mismatched identity, as it claims to be from PayPal but uses an educational institution's email address.
- The contact number provided does not match PayPal’s official customer service numbers.

SUMMARY: The email is likely phishing due to the sender's domain being from an educational institution, the use of urgent language, and a mismatched identity.",True,1
email_2025_000420_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2372,True,0,ok,LABEL: 0,True,0
email_2025_000420_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2411,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email is sent from an unusual domain (Invice PayPal instead of PayPal).
- The subject line mentions ""Product Activated: Confirmation ID NUJ4DZE,"" which is not typical for a standard PayPal invoice.
- The description of the transaction mentions ""Btc Purchased,"" which is not a common item for a PayPal invoice and suggests a potential scam involving Bitcoin.
- The contact number provided (+1 (833) 978-0074) does not match PayPal's official customer support numbers, which often start with +1 (800) or +1 (855).",True,1
email_2025_000420_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2478,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address is suspicious and does not match PayPal's typical domain (e.g., @paypal.com).
- The subject line ""Product Activated: Confirmation ID NUJ4DZE"" is unusual and does not clearly indicate what the email is about.
- The URL in the transaction details is not provided but implies a link to verify the transaction, which is a common phishing tactic.
- The email uses urgent language (""If you have any questions about your order, please contact us within 12 hr"").
- There are formatting issues, such as the use of HTML styling that is not consistent with official PayPal communications.
- The email appears to be impersonating PayPal but is likely a fraudulent attempt given the mismatched domain and other inconsistencies.

SUMMARY: The email is labeled as phishing due to the suspicious sender address, formatting issues, and the presence of urgent language and potential for misleading links.",True,1
email_2025_000425_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2746,True,0,ok,LABEL: 1,True,1
email_2025_000425_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2785,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email uses a suspicious domain name (updatewokr.freshworksmail.com) that does not match a legitimate Netflix URL.
- The email contains a link that, when inspected, redirects to a suspicious URL (http://updatewokr-c6a55ca15df01d3.fwtrack.com/email/track/click).
- The email is in Hungarian and uses non-standard spelling (""Előfizetőnk"" instead of ""előfizető"").
- There is no official Netflix branding or contact information provided in the email.",True,1
email_2025_000425_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2852,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address uses a suspicious domain name ""updatewokr.freshworksmail.com"" which does not match a legitimate Netflix email address.
- The email contains a link that is suspicious and does not lead to a known Netflix URL.
- The email uses urgent language, pressuring the recipient to update their payment information immediately.
- There are spelling and grammatical errors in the email, such as ""Előfizetőnk"" misspelled as ""Előfizetőnk"" (should be ""Előfizetője"").
- The email is impersonating Netflix but the URL in the link is not from a recognized Netflix domain.
- The email includes a welcome message with a suspicious link that does not appear to be from a legitimate source.

SUMMARY: The email is highly suspicious due to its use of a fake domain, urgent language, and poor spelling/grammar, indicating it is likely a phishing attempt.",True,1
email_2025_000432_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2976,True,0,ok,LABEL: 1,True,1
email_2025_000432_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,3015,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email uses a suspicious domain name (updatewokr.freshworksmail.com) that does not match a legitimate Netflix domain.
- The URL in the email (https://fwtrack.accountsanti-freeze.info/fsales/email/track/click) appears to be malicious and is likely part of a phishing attempt.
- The email contains grammatical errors (""NETFLlX"" instead of ""Netflix"", ""szolgáltatás"" which is Hungarian but used out of context).
- The email is sent from a generic ""Ügyfélszolgálat Központ"" address rather than a specific support email address associated with Netflix.",True,1
email_2025_000432_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,3082,True,0,ok,"LABEL: <1>
EVIDENCE:
- Suspicious sender address: The sender's email address is misspelled as ""Ügyfélszolgálat Központ <sales-crm@updatewokr.freshworksmail.com>"", which does not match the official Netflix domain.
- Urgent language: The email uses phrases like ""Kérjük, frissítse fizetési adatait, hogy folyamatosan hozzáférhessen fiókjához"" (Please update your payment details to continue accessing your account), creating a sense of urgency.
- Suspicious link: The link provided in the email is ""https://fwtrack.accountsanti-freeze.info/fsales/email/track/click?hash=..."". This domain does not match Netflix's official domain and could be a phishing attempt.
- Brand impersonation: The email mimics Netflix's branding but uses a different domain name, which is a common tactic in phishing.
- Spelling and grammar issues: There are several spelling errors such as ""NETFLlX"" and ""NetfIix"", indicating a possible attempt to deceive the recipient.
- Mismatched URL in welcome message: The URL in the welcome message also appears suspicious and does not match Netflix's official website.
SUMMARY: The email is likely phishing due to the suspicious sender address, domain in the link, and brand impersonation with spelling errors.",True,1
email_2025_000435_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,3431,True,0,ok,LABEL: 1,True,1
email_2025_000435_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,3470,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email address in the ""From"" field is suspicious and does not match a legitimate DHL domain.
- The URL in the email is not from a known DHL website but instead redirects to a domain that looks suspicious (""https://fwtrack.accountsanti-freeze.info"").
- The email contains a request to update billing information, which is a common tactic used in phishing attacks to steal sensitive data.
- The use of a generic greeting and a warning about package delivery issues without any specific details can be a sign of a phishing attempt.
- The footer includes a tracking image that could be used to monitor if the email was opened, a common practice in phishing emails to confirm receipt and engagement.",True,1
