email_id,parser_id,model_name,context_limit,prompt_id,input_tokens,fits,overflow_tokens,status,raw_output,parse_ok,pred_label
email_2023_000020_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,979,True,0,ok,LABEL: 1,True,1
email_2023_000020_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,1018,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email is sent from a suspicious domain (hosting@panonika.si) pretending to be from MetaMask.
- The verification link leads to a suspicious URL (https://vk.sv/7Mt81d), which is not a known MetaMask domain.
- The email threatens account suspension, which is a common tactic in phishing attempts to create urgency.",True,1
email_2023_000020_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,1085,True,0,ok,"LABEL: <1>
EVIDENCE:
- The sender address (hosting@panonika.si) does not match the brand (MetaMask).
- There is a suspicious link (https://vk.sv/7Mt81d) which is not a legitimate MetaMask URL.
- The email uses urgent language, stating that unverified accounts will be suspended.
- It requests verification, which could be a tactic to trick users into providing personal information.
- There are spelling errors (""Wednesday, 04 Febuary, 2023"").
SUMMARY: This email is likely phishing due to the mismatched sender address, suspicious link, urgent language, and spelling errors.",True,1
email_2023_000047_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2983,True,0,ok,LABEL: 0,True,0
email_2023_000047_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,3022,True,0,ok,"LABEL: 0
EVIDENCE:
- The email mentions receiving a fax message and does not ask for any personal information or direct action from the recipient.
- There are no suspicious links or attachments in the email.
- The email is from a legitimate business address (RingCentral support email) and includes a disclaimer about acknowledging agreement to their Terms of Use, which is typical for business communications.",True,0
email_2023_000047_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,3089,True,0,ok,"LABEL: 0
EVIDENCE:
- The sender address and reply-to address are consistent with RingCentral's domain.
- There are no suspicious links or domains in the email.
- The language used is not urgent or pressuring.
- The email does not request any login, payment, verification, or personal information.
- No spelling, grammar, or formatting issues are observed.
- The email is consistent with legitimate RingCentral communication.

SUMMARY: This email appears to be a legitimate notification from RingCentral regarding a new fax message.",True,0
email_2023_000057_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,7167,True,0,ok,LABEL: 1,True,1
email_2023_000057_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,7206,True,0,ok,"LABEL: 1
EVIDENCE:
- The email uses a suspicious and generic sender email address (Sharepoints_verfication@mail.com).
- The URL provided in the email is unusual and contains translated parts that do not look legitimate (translate.goog).
- The email contains a button with a suspicious URL that does not match typical security practices for password verification.",True,1
email_2023_000057_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,7273,True,0,ok,"LABEL: <1>
EVIDENCE:
- Suspicious sender address: The sender address ""IT REPORTS <Sharepoints_verfication@mail.com>"" is unusual and does not match a typical IT support email domain.
- Urgent language: The email uses urgent language by stating that the email service may be interrupted until the account is verified.
- Phishing link: The email contains a suspicious link in plain text: `https://5ai4xitvaesxbzzb6leidp3e24h6y2m4hakca3snkxdwkn7e-ipfs-dweb-link.translate.goog/manyexcelecrpty.html?_x_tr_hp=bafybeiafkg&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp#jose@monkey.org`
- Mismatched domain in the link: The domain in the suspicious link (`5ai4xitvaesxbzzb6leidp3e24h6y2m4hakca3snkxdwkn7e-ipfs-dweb-link.translate.goog`) does not match any legitimate Microsoft or SharePoint domain.
- Brand impersonation: The email attempts to impersonate IT support but uses a non-standard and suspicious domain.
- Unusual unsubscribe link: The unsubscribe link is unusually long and complex, which is often a sign of phishing.
- Lack of official branding: The email lacks proper branding and does not look like it comes from a recognized company.
SUMMARY: The email is highly suspicious and appears to be a phishing attempt due to the unusual sender address, urgent language, and the presence of a suspicious link.",True,1
email_2023_000060_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,2568,True,0,ok,LABEL: 0,True,0
email_2023_000060_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,2607,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email uses a generic greeting ""Dear jose@monkey.org"" without personalization.
- The email contains a suspicious link that is obfuscated and could be used to redirect to a malicious site.
- The message suggests that emails are being deleted automatically after 14 days, which is an unusual and potentially manipulative statement to prompt immediate action.",True,1
email_2023_000060_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,2674,True,0,ok,"LABEL: <1>
EVIDENCE:
- The sender address ""monkey.org"" does not match the reply-to address ""cyb@noti.net"".
- There is a suspicious link in the email that redirects to a domain with a different structure (""https://neduet.hosting.acm.org//.well-known/save/domain.html#jose@monkey.org"").
- The email uses urgent language, stating that emails will be deleted automatically after 14 days.
- It requests login information, which is a common tactic used in phishing emails.
- The email contains mismatched identities, as it mentions ""monkey.org"" but the link points to a different domain.
- Poor formatting and use of non-standard fonts and styles suggest a lack of professional design, which is often a sign of phishing attempts.

SUMMARY: The email is likely phishing due to the mismatched sender and reply-to addresses, suspicious link, urgent language, request for login information, and poor formatting.",True,1
email_2023_000087_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,1735,True,0,ok,LABEL: 1,True,1
email_2023_000087_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,1774,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email uses a generic and suspicious sender address (""monkey.org Server"" <adminii@fuslon-thai.com>).
- The email contains a link with an unusual and potentially malicious URL (""https://l4a2ap5dzfzi2j5faklifwiilqzulai7zzxua-ipfs-dweb-link.translate.goog"").
- It requests re-confirmation using the same password, which is a common phishing tactic to trick users into providing their credentials.",True,1
email_2023_000087_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,1841,True,0,ok,"LABEL: <1>
EVIDENCE:
- The sender address and reply-to address do not match typical domain practices (e.g., ""adminii@fuslon-thai.com"" vs. ""monkey.org"").
- The email contains a suspicious link with a non-standard URL (""https://gfngnf"").
- There is an urgent tone as the account is said to be removed due to lack of verification.
- The email requests re-confirmation using the same password, which is a common phishing tactic.
- The email contains spelling and grammatical errors (""innitiated"" instead of ""initiated"").
- The domain in the link does not appear to be associated with monkey.org, indicating potential domain spoofing.

SUMMARY: This email is likely phishing due to the suspicious link, urgent language, and mismatched sender/reply-to addresses.",True,1
email_2023_000102_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,4149,True,0,ok,LABEL: 0,True,0
email_2023_000102_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,4188,True,0,ok,"LABEL: <0>
EVIDENCE:
- The email uses a generic greeting (""Dear jose"") without personalization.
- The URL provided in the email is suspicious and uses an IPFS address, which is uncommon for typical mailbox notifications.
- The email instructs the recipient to click on a link to update their mailbox, which is a common phishing tactic.",True,0
email_2023_000102_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,4255,True,0,ok,"LABEL: 0
EVIDENCE:
- The subject line does not indicate any urgency or critical action required.
- The sender address and reply-to address are suspicious and do not match typical email addresses for mailbox administration (e.g., ""administrator@monkey.org"" instead of ""mailbox@monkey.org"").
- There are no requests for login, payment, verification, or personal information.
- The email mentions updating the mailbox but does not ask for any sensitive information.
- The URL provided in the email contains a suspicious domain (""bafybeiay4jqodxv3plk2k2qjldadtvj7c6zd44jczdort3xhjdcna2zhvy.ipfs.cf-ipfs.com"") which does not appear to be a standard URL for mailbox updates.
- The email is formatted with some unusual styles and tags that are not typical of legitimate emails.
- The email explicitly states that it should not be replied to, which is a common practice in phishing emails to prevent users from sending sensitive information.

SUMMARY: The email appears to be a phishing attempt due to the suspicious URL and the mismatched sender address, despite the lack of direct requests for personal information.",True,0
email_2023_000162_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,1796,True,0,ok,LABEL: 1,True,1
email_2023_000162_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,1835,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email contains a suspicious link that redirects to an IPFS (InterPlanetary File System) address, which is unusual and could be a phishing attempt.
- The message claims that undelivered emails will be deleted in 15 hours, which is an urgent and common tactic used in phishing emails to prompt immediate action.
- The email uses a generic and vague reason for the issue (""an incoming mail server error!!!""), without providing specific details that would be expected from a legitimate IT department.",True,1
email_2023_000162_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,1902,True,0,ok,"LABEL: 1
EVIDENCE:
- The sender address and reply-to address do not match typical IT helpdesk addresses (e.g., they use a domain that is not commonly associated with official IT support).
- There is a suspicious link in the email that redirects to a domain unrelated to the claimed sender's domain (http://solotek.com.tr/).
- The email uses urgent language, stating that unreceived emails will be deleted soon.
- The email contains a request to release delayed messages, which could be a tactic to trick the recipient into clicking a malicious link.
- The email has poor formatting and uses a template that is not consistent with professional IT communications.
- The domain in the link (dweb.link) does not appear to be related to the claimed sender's domain (agrilivestock.net), and it is unusual for an IT helpdesk to use such a domain for communication.

SUMMARY: The email is likely phishing due to the suspicious link, urgent language, and mismatched sender information.",True,1
email_2023_000208_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,3633,True,0,ok,LABEL: 1,True,1
email_2023_000208_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,3672,True,0,ok,"LABEL: <1>
EVIDENCE:
- The email contains a suspicious URL that is obfuscated and does not clearly reveal its destination.
- The email uses generic greetings (""Dear Customer"") and lacks personalization.
- There is no official-looking branding or contact information provided in the email.",True,1
email_2023_000208_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,3739,True,0,ok,"LABEL: <1>
EVIDENCE:
- The sender address is suspicious and does not match a legitimate financial institution's domain.
- The email contains a link that uses URL encoding to obfuscate its true destination.
- There is a sense of urgency to enter the identification code within 24 hours.
- The email requests the user to click on a button to update their account, which could lead to a phishing site.
- The brand impersonation is evident as the email appears to be from a financial institution but the domain in the link is not recognizable.
- The email lacks proper authentication information such as a secure connection indicator (HTTPS).

SUMMARY: This email is likely phishing due to the suspicious sender, obfuscated link, sense of urgency, and lack of proper authentication.",True,1
email_2023_000213_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,7032,True,0,ok,LABEL: 0,True,0
email_2023_000213_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,evidence,7071,True,0,ok,"LABEL: 0
EVIDENCE:
- The email is from an official-looking IT server admin and mentions a specific user and their email address, which suggests it might be legitimate.
- The email provides a clear and specific reason for the blocked messages (validation error), and does not ask for personal information or direct the recipient to suspicious links or websites.
- The email includes a ""Release"" button, but it is not used to direct the user to a malicious site; instead, it appears to be part of the interface for managing quarantined emails within the organization's system.",True,0
email_2023_000213_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,guided,7138,True,0,ok,"LABEL: 0
EVIDENCE:
- The email mentions that it is from an internal server admin and does not request any login, payment, verification, or personal information.
- There are no suspicious links or domains present in the email.
- The language used is neutral and informative, without any urgent language or pressure tactics.
- The email is generated by an internal system and is intended for notification purposes only.
- The email does not contain any spelling, grammar, or formatting issues that are typical of phishing emails.
- The email does not impersonate any external brands or mismatch identities.

SUMMARY: The email appears to be a legitimate notification from the internal server administration regarding quarantined messages.",True,0
email_2023_000262_P1,P1,Qwen/Qwen2.5-7B-Instruct,131072,label,3404,True,0,ok,LABEL: 1,True,1
